,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
999,69.245,False,False,True,1085,,The American Wing,1969,Cabinet,Cabinet,American,,,,,130,Maker, ,Charles Tisch,active ca. 1870–89, ,"Tisch, Charles",American,1867      ,1889      ,,,,ca. 1884,1881,1884,"Rosewood, ivory, mother-of-pearl, brass, glass, and other woods",82 3/4 x 61 x 18 1/2 in. (210.2 x 154.9 x 47 cm),"Gift of Charles Tisch, 1889",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1085,,,"Metropolitan Museum of Art, New York, NY",,,
1015,62.233.9,False,False,False,1102,774,The American Wing,1962,Calendar,Calendar,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1910–20,1907,1920,"Favrile glass, bronze",6 1/2 x 7 5/8 in. (16.5 x 19.4 cm),"Gift of Mrs. H. S. Mesick, 1962",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1102,https://www.wikidata.org/wiki/Q116373304,,"Metropolitan Museum of Art, New York, NY",,,
1016,1974.214.29,False,False,False,1103,774,The American Wing,1974,Calendar,Calendar,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1910,1907,1913,Bronze,Dimensions unavailable,"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1103,https://www.wikidata.org/wiki/Q116372553,,"Metropolitan Museum of Art, New York, NY",Zodiac,http://vocab.getty.edu/page/aat/300009937,https://www.wikidata.org/wiki/Q40540
1020,65.140,False,False,False,1107,,The American Wing,1965,Brooch,Cameo,American,,,,,1302130,Maker|Designer,Carved by|Designed by,Beth Benton Sutherland|Izabel M. Coles,1898–1972|born ca. 1890, | ,"Sutherland, Beth Benton|Coles, Izabel M.",American| ,1898      |1880      ,1972      |9999      ,Female|,|,|,1929,1929,1929,"Gold, moonstone, diamonds, emeralds",1 1/2 x 1 7/8 in. (3.8 x 4.8 cm),"Gift of Malcolm P. Aldrich, 1965",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1107,,,"Metropolitan Museum of Art, New York, NY",Portraits|Men|Profiles,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
1129,"57.153a, b",False,False,True,1223,750,The American Wing,1957,Candlestick,Candlestick,American,,,,,124,Maker, ,Cornelius Kierstede,1674–ca. 1757, ,"Kierstede, Cornelius",American,1674      ,1760      ,,http://vocab.getty.edu/page/ulan/500068837,https://www.wikidata.org/wiki/Q67131647,ca. 1705,1702,1708,Silver,"Overall: 11 7/16 x 6 1/2 x 6 1/2 in. (29.1 x 16.5 x 16.5 cm); 25 6 oz. (808.3 g)
Without bobeche: H. 10 15/16 in. (27.8 cm); 22 oz. 17 dwt. (710.9 g)
Bobeche: 2 1/4 x 2 13/16 x 2 13/16 in. (5.7 x 7.1 x 7.1 cm); 3 oz. 3 dwt. (97.4 g)","Gift of Robert L. Cammann, 1957",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1223,https://www.wikidata.org/wiki/Q116372456,,"Metropolitan Museum of Art, New York, NY",Human Figures|Birds,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q5113
1130,"64.83a, b",False,False,True,1224,750,The American Wing,1964,Candlestick,Candlestick,American,,,,,124,Maker, ,Cornelius Kierstede,1674–ca. 1757, ,"Kierstede, Cornelius",American,1674      ,1760      ,,http://vocab.getty.edu/page/ulan/500068837,https://www.wikidata.org/wiki/Q67131647,ca. 1705,1702,1708,Silver,"Overall: 11 3/4 x 6 7/16 x 6 7/16 in. (29.8 x 16.4 x 16.4 cm); 26 oz. 2 dwt. (811.9 g)
Candlestick (without bobeche): H. 11 1/4 in. (28.6 cm); 22 oz. 18 dwt. (712.9 g)
Bobeche: 2 3/16 x 2 13/16 x 2 3/4 in. (5.6 x 7.1 x 7 cm); 3 oz. 4 dwt. (99 g)","Gift of Mrs. Clermont L. Barnwell, 1964",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1224,https://www.wikidata.org/wiki/Q116372457,,"Metropolitan Museum of Art, New York, NY",,,
1131,1974.214.20,False,False,False,1225,774,The American Wing,1974,Candlestick,Candlestick,American,,,,,16254216254016254,Designer|Manufacturer|Maker,Designed by|Attributed to| ,Louis C. Tiffany|Tiffany Glass and Decorating Company|Tiffany Studios,"American, New York 1848–1933 New York|American, 1892–1902|1902–32", |or| ,"Tiffany, Louis C.|Tiffany Glass and Decorating Company|Tiffany Studios ",American|American| ,1848      |1892      |1902      ,1933      |1902      |1932      ,||,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331512|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950||https://www.wikidata.org/wiki/Q19587243,ca. 1900,1897,1903,Glass,H. 7 1/4 in. (18.4 cm); Diam. 4 3/8 in. (11.1 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1225,https://www.wikidata.org/wiki/Q116372455,,"Metropolitan Museum of Art, New York, NY",,,
1209,1985.145.1,False,False,True,1309,774,The American Wing,1985,Candlestick,Candlestick,American,,,,,127,Maker, ,Christian Dorflinger,1828–1915, ,"Dorflinger, Christian",French,1828      ,1915      ,,http://vocab.getty.edu/page/ulan/500316948,https://www.wikidata.org/wiki/Q16948007,ca. 1852–60,1849,1860,Blown glass,6 3/4 x 4 in. (17.1 x 10.2 cm),"Gift of Katheryn Hait Dorflinger Manchee, 1985",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1309,https://www.wikidata.org/wiki/Q116372400,,"Metropolitan Museum of Art, New York, NY",,,
1210,1985.145.2,False,False,True,1310,774,The American Wing,1985,Candlestick,Candlestick,American,,,,,127,Maker, ,Christian Dorflinger,1828–1915, ,"Dorflinger, Christian",French,1828      ,1915      ,,http://vocab.getty.edu/page/ulan/500316948,https://www.wikidata.org/wiki/Q16948007,ca. 1852–60,1849,1860,Blown glass,7 x 4 in. (17.8 x 10.2 cm),"Gift of Katheryn Hait Dorflinger Manchee, 1985",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1310,https://www.wikidata.org/wiki/Q116372394,,"Metropolitan Museum of Art, New York, NY",,,
1221,"1972.3.1a, b",False,False,True,1321,750,The American Wing,1972,Candlestick,Candlestick,American,,,,,115,Maker, ,Myer Myers,1723–1795, ,"Myers, Myer",American,1723      ,1795      ,,http://vocab.getty.edu/page/ulan/500092592,https://www.wikidata.org/wiki/Q29441860,1755–60,1755,1760,Silver,"Overall: 10 3/16 x 5 1/2 in. (25.9 x 14 cm); 20 oz. 14 dwt. (643.2 g)
Without bobeche: 9 3/4 in. (24.8 cm); 18 oz. 15 dwt. (583.7 g)
Bobeche: 1 11/16 x 2 7/8 in. (4.3 x 7.3 cm); 1 oz. 18 dwt. (59.5 g)","Sansbury-Mills Fund, 1972",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1321,https://www.wikidata.org/wiki/Q116372381,,"Metropolitan Museum of Art, New York, NY",,,
1222,1972.3.2,False,False,True,1322,750,The American Wing,1972,Candlestick,Candlestick,American,,,,,115,Maker, ,Myer Myers,1723–1795, ,"Myers, Myer",American,1723      ,1795      ,,http://vocab.getty.edu/page/ulan/500092592,https://www.wikidata.org/wiki/Q29441860,1755–60,1755,1760,Silver,"Overall: 9 15/16 x 5 1/16 in. (25.2 x 12.9 cm); 19 oz. 4 dwt. (596.6 g)
Without bobeche: 9 11/16 in. (24.6 cm); 17 oz. 4 dwt. (535.7 g)
Bobeche: 1 3/4 x 2 7/8 in. (4.4 x 7.3 cm); 1 oz. 19 dwt. (60.9 g)","Sansbury-Mills Fund, 1972",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1322,https://www.wikidata.org/wiki/Q116372380,,"Metropolitan Museum of Art, New York, NY",,,
1229,46.33.15,False,False,True,1329,774,The American Wing,1946,Candlestick,Candlestick,American,,,,,132,Maker, ,William Thomson,1777–1833, ,"Thomson, William",American,1777      ,1833      ,,,,ca. 1825,1822,1825,Silver,"Overall: H. 11 1/16 in. (28.1 cm); 27 oz. 12 dwt. (859.1 g)
Foot: Diam. 6 11/16 in. (17 cm)
Body (without bobeche): H. 10 7/16 in. (26.5 cm); 25 oz. 1 dwt. (779.8 g)
Bobeche: 2 x 2 3/4 in. (5.1 x 7 cm); 2 oz. 11 dwt. (79.3 g)","Gift of Frederic Ashton de Peyster, 1946",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1329,https://www.wikidata.org/wiki/Q116372375,,"Metropolitan Museum of Art, New York, NY",,,
1230,46.33.16,False,False,True,1330,774,The American Wing,1946,Candlestick,Candlestick,American,,,,,132,Maker, ,William Thomson,1777–1833, ,"Thomson, William",American,1777      ,1833      ,,,,ca. 1825,1822,1825,Silver,"Overall: 10 15/16 in. (27.8 cm); 27 oz. 12 dwt. (844.3 g)
Foot: Diam. 6 11/16 in. (17 cm)
Body (without bobeche): 10 7/16 in. (26.5 cm); 24 oz. 13 dwt. (766.6 g)
Bobeche: 2 x 2 3/4 in. (5.1 x 7 cm); 2 oz. 10 dwt. (77.7 g)","Gift of Frederic Ashton de Peyster, 1946",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1330,https://www.wikidata.org/wiki/Q116372371,,"Metropolitan Museum of Art, New York, NY",,,
1231,1974.214.6,False,False,False,1331,774,The American Wing,1974,Candlestick,Candlestick,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1902–10,1899,1910,"Bronze, glass",H. 17 3/4 in. (45.1 cm); Diam. 8 in. (20.3 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1331,https://www.wikidata.org/wiki/Q116372364,,"Metropolitan Museum of Art, New York, NY",,,
1232,1974.214.7,False,False,False,1332,774,The American Wing,1974,Candlestick,Candlestick,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1902,1899,1905,Bronze and glass,H. 17 3/4 in. (45.1 cm); Diam. 8 in. (20.3 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1332,https://www.wikidata.org/wiki/Q116372367,,"Metropolitan Museum of Art, New York, NY",,,
1313,10.125.157,False,False,True,1417,,The American Wing,1910,Card table,Card Table,American,,,,,,,,,,,,,,,,,,1790–1805,1790,1805,"Mahogany, maple, satinwood, white pine",36 x 57 in. (91.4 x 144.8 cm),"Gift of Mrs. Russell Sage, 1909",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1417,,,"Metropolitan Museum of Art, New York, NY",,,
1318,32.94,False,False,True,1424,774,The American Wing,1932,Card table,Card Table,American,,,,,,,,,,,,,,,,,,1810–15,1810,1815,Mahogany,29 x 36 x 18 in. (73.7 x 91.4 x 45.7 cm),"Rogers Fund, 1932",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1424,https://www.wikidata.org/wiki/Q116372280,,"Metropolitan Museum of Art, New York, NY",,,
1319,37.122,False,False,True,1425,717,The American Wing,1937,Card and backgammon table,Card and backgammon table,American,,,,,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, mahogany veneer, rosewood and satinwood inlays, beech, tulip poplar",28 5/8 x 35 x 33 5/8 in. (72.7 x 88.9 x 85.4 cm),"Rogers Fund, 1937",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1425,https://www.wikidata.org/wiki/Q116372283,,"Metropolitan Museum of Art, New York, NY",,,
1320,39.184.12,False,False,True,1427,718,The American Wing,1939,Card table,Card table,American,,,,,,,,,,,,,,,,,,ca. 1765,1760,1790,"Mahogany, mahogany veneer, birch, tulip poplar",28 7/8 x 37 x 38 in. (73.3 x 94 x 96.5 cm),"Gift of James De Lancey Verplanck and John Bayard Rodgers Verplanck,  1939",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1427,https://www.wikidata.org/wiki/Q116372282,,"Metropolitan Museum of Art, New York, NY",,,
1321,47.35,False,True,True,1428,752,The American Wing,1947,Card table,Card Table,American,,,,,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, white oak, yellow poplar, white pine",27 7/8 x 35 x 17 3/4 in. (70.8 x 88.9 x 45.1 cm),"Purchase, Joseph Pulitzer Bequest, 1947",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1428,https://www.wikidata.org/wiki/Q116372278,,"Metropolitan Museum of Art, New York, NY",,,
1326,1975.399,False,False,True,1435,,The American Wing,1975,Card table,Card Table,American,,,,,,,,,,,,,,,,,,1865–75,1865,1875,"Tulip, satinwood, ebony",29 1/4 x 36 x 19 1/4 in. (74.3 x 91.4 x 48.9 cm),"Gift of Richard T. Button, 1975",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1435,,,"Metropolitan Museum of Art, New York, NY",,,
1328,1970.212.1,False,False,True,1437,774,The American Wing,1970,Card table,Card Table,American,,,,,133,Maker,Attributed to,Michael Allison,1773–1855, ,"Allison, Michael",American,1773      ,1855      ,,http://vocab.getty.edu/page/ulan/500122723,https://www.wikidata.org/wiki/Q97108595,1810–20,1810,1820,"Mahogany, white pine",Dimensions unavailable,"Bequest of Alice B. Woolsey, 1970",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1437,https://www.wikidata.org/wiki/Q116372260,,"Metropolitan Museum of Art, New York, NY",,,
1332,1970.243,False,False,True,1441,,The American Wing,1970,Card table,Card Table,American,,,,,133,Maker, ,E. W. Hutchings,active ca. 1830–92, ,"Hutchings, E. W.",American,1827      ,1892      ,,,,1845–60,1845,1845,"Rosewood, maple",29 1/2 x 31 1/2 x 18 1/2 in. (74.9 x 80 x 47 cm),"Purchase, Mrs. Russell Sage Gift, 1970",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1441,,,"Metropolitan Museum of Art, New York, NY",,,
1333,46.24,False,False,True,1442,726,The American Wing,1946,Card table,Card table,American,,,,,133,Maker, ,Charles-Honoré Lannuier,France 1779–1819 New York, ,"Lannuier, Charles-Honoré",American,1779      ,1819      ,,http://vocab.getty.edu/page/ulan/500256814,https://www.wikidata.org/wiki/Q5074741,1805–12,1805,1812,"Mahogany, mahogany veneer, gilded brass with
white pine, mahogany",30 x 35 1/4 x 17 1/2 in. (76.2 x 89.5 x 44.5 cm),"Rogers Fund, 1946",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1442,https://www.wikidata.org/wiki/Q116372256,,"Metropolitan Museum of Art, New York, NY",,,
1334,47.137.9,False,False,True,1443,774,The American Wing,1947,Card table,Card Table,American,,,,,,,,,,,,,,,,,,1815–20,1815,1820,"Mahogany, brass, white pine",28 x 37 x 18 1/2 in. (71.1 x 94 x 47 cm),"Gift of Mrs. J. Insley Blair, 1947",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1443,https://www.wikidata.org/wiki/Q116372255,,"Metropolitan Museum of Art, New York, NY",,,
1335,66.170,False,False,True,1444,752,The American Wing,1966,Card table,Card Table,American,,,,,133,Maker,Attributed to,Charles-Honoré Lannuier,France 1779–1819 New York, ,"Lannuier, Charles-Honoré",American,1779      ,1819      ,,http://vocab.getty.edu/page/ulan/500256814,https://www.wikidata.org/wiki/Q5074741,1810–19,1810,1819,"Bird's-eye maple, rosewood, satinwood, mahogany, brass; secondary wood: pine",31 x 35 11/16 x 17 3/4 in. (78.7 x 90.6 x 45.1 cm),"Funds from various donors, 1966",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1444,https://www.wikidata.org/wiki/Q116372254,,"Metropolitan Museum of Art, New York, NY",,,
1336,31.44.11,False,True,True,1445,774,The American Wing,1931,Card table,Card Table,American,,,,,,,,,,,,,,,,,,1810–20,1810,1820,"Mahogany, mahogany veneer, gilded brass
with yellow poplar",28 1/2 x 36 in. (72.4 x 91.4 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1931",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1445,https://www.wikidata.org/wiki/Q116372248,,"Metropolitan Museum of Art, New York, NY",,,
1340,68.94.1,False,False,True,1450,774,The American Wing,1968,Card table,Card Table,American,,,,,111,Maker,Attributed to the Workshop of,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,ca. 1825,1822,1825,"Rosewood, mahogany, tulip poplar, white pine, brass",29 1/2 x 36 x 18 in. (74.9 x 91.4 x 45.7 cm),"Purchase, The Edgar J. Kaufmann Foundation Gift, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1450,https://www.wikidata.org/wiki/Q116372203,,"Metropolitan Museum of Art, New York, NY",,,
1341,68.94.2,False,False,True,1451,774,The American Wing,1968,Card table,Card Table,American,,,,,111,Maker,Attributed to the Workshop of,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,ca. 1825,1822,1825,"Rosewood, mahogany, gilt brass",29 1/2 x 36 x 18 in. (74.9 x 91.4 x 45.7 cm),"Purchase, The Edgar J. Kaufmann Foundation Gift, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1451,https://www.wikidata.org/wiki/Q116372202,,"Metropolitan Museum of Art, New York, NY",,,
1355,33.120.210,False,False,True,1466,705,The American Wing,1933,Caster,Caster,American,,,,,129,Maker, ,William Forbes,"baptized 1799, active New York, 1826–63", ,"Forbes, William",American,1826      ,1863      ,,,,ca. 1840,1835,1845,Silver,"Overall: 6 13/16 x 2 3/4 in. (17.3 x 7 cm); 5 oz. 7 dwt. (167.1 g)
Body: H. 4 5/8 in. (11.7 cm); 4 oz. 7 dwt. (135.3 g)
Cover: H. 2 1/2 in. (6.4 cm); 1 oz. (31.8 g)
Foot: Diam. 2 1/16 in. (5.2 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1466,https://www.wikidata.org/wiki/Q116372193,,"Metropolitan Museum of Art, New York, NY",,,
1358,"40.57.6a, b",False,False,True,1469,774,The American Wing,1940,Caster,Caster,American,,,,,134,Maker, ,Samuel Johnson,1720–1796, ,"Johnson, Samuel",American,1720      ,1796      ,,,,1780–96,1780,1796,Silver,"Overall: 3 3/4 x 1 15/16 in. (9.5 x 4.9 cm); 3 oz. 5 dwt. (100.3 g)
Foot: Diam. 1 5/8 in. (4.1 cm)
Body: H. 3 3/16 in. (8.1 cm); 2 oz. 17 dwt. (87.9 g)
Cover: H. 1/2 in. (1.3 cm); 8 dwt. (12.4 g)","Gift of Mrs. J. Amory Haskell, in memory of the families of John L. Riker and Jonathan Amory Haskell, 1940",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1469,https://www.wikidata.org/wiki/Q116372191,,"Metropolitan Museum of Art, New York, NY",,,
1360,"66.101a, b",False,False,True,1471,704,The American Wing,1966,Caster,Caster,American,,,,,134,Maker, ,Charles Le Roux,baptized 1689–1745, ,"Le Roux, Charles",American,1689      ,1745      ,,http://vocab.getty.edu/page/ulan/500332065,,ca. 1730,1727,1730,Silver,"Overall: 6 15/16 x 2 5/8 in. (17.6 x 6.7 cm); 8 oz. 16 dwt. (273.1 g)
Foot: Diam. 2 5/16 in. (5.9 cm)
Body: H. 4 in. (10.2 cm); 6 oz. 2 dwt. (189.5 g)
Cover: H. 3 1/2 in. (8.9 cm); 2 oz. 14 dwt. (83.6 g)","Purchase, Mr. and Mrs. Marshall P. Blankarn Gift, 1966",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1471,https://www.wikidata.org/wiki/Q116372187,,"Metropolitan Museum of Art, New York, NY",,,
1367,"1972.233.1a, b",False,False,True,1479,750,The American Wing,1972,Caster,Caster,American,,,,,113,Maker, ,Adrian Bancker,1703–1772, ,"Bancker, Adrian",American,1703      ,1772      ,,(not assigned),https://www.wikidata.org/wiki/Q66827450,ca. 1735,1730,1737,Silver,"Overall: 6 7/8 x 2 1/2 in. (17.5 x 6.4 cm); 8 oz. (248.2 g)
Foot: Diam. 2 5/16 in. (5.9 cm)
Body: H. 3 7/8 in. (9.8 cm); 5 oz. 7 dwt. (165.8 g)
Cover: H. 3 3/8 in. (8.6 cm); 2 oz. 13 dwt. (82.4 g)","Sansbury-Mills Fund, 1972",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1479,https://www.wikidata.org/wiki/Q116372147,,"Metropolitan Museum of Art, New York, NY",,,
1368,"1972.233.2a, b",False,False,True,1480,750,The American Wing,1972,Caster,Caster,American,,,,,113,Maker, ,Adrian Bancker,1703–1772, ,"Bancker, Adrian",American,1703      ,1772      ,,(not assigned),https://www.wikidata.org/wiki/Q66827450,ca. 1735,1730,1737,Silver,"Overall: 5 1/2 x 1 15/16 in. (14 x 4.9 cm); 4 oz. 7 dwt. (135.2 g)
Foot: Diam. 1 13/16 in. (4.6 cm)
Body: H. 3 1/16 in. (7.8 cm); 2 oz. 16 dwt. (86.3 g)
Cover: H. 2 7/8 in. (7.3 cm); 1 oz. 11 dwt. (48.9 g)","Sansbury-Mills Fund, 1972",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1480,https://www.wikidata.org/wiki/Q116372181,,"Metropolitan Museum of Art, New York, NY",,,
1369,"1972.233.3a, b",False,False,True,1481,750,The American Wing,1972,Caster,Caster,American,,,,,113,Maker, ,Adrian Bancker,1703–1772, ,"Bancker, Adrian",American,1703      ,1772      ,,(not assigned),https://www.wikidata.org/wiki/Q66827450,ca. 1735,1730,1737,Silver,"Overall: 5 5/8 x 1 15/16 in. (14.3 x 4.9 cm); 4 oz. 13 dwt. (144.6 g)
Foot: Diam. 1 13/16 in. (4.6 cm)
Body: H. 3 3/16 in. (8.1 cm); 3 oz. (93.4 g)
Cover: H. 2 7/8 in. (7.3 cm); 1 oz. 13 dwt. (51.2 g)","Sansbury-Mills Fund, 1972",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1481,https://www.wikidata.org/wiki/Q116372167,,"Metropolitan Museum of Art, New York, NY",,,
1409,1970.271,False,False,True,1522,733,The American Wing,1970,Cellaret,Cellaret,American,,,,,,,,,,,,,,,,,,1810–20,1810,1820,"Mahogany, white pine, tulip poplar",24 1/2 x 27 x 20 1/2 in. (62.2 x 68.6 x 52.1 cm),"Purchase, Mrs. Russell Sage Gift, 1970",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1522,https://www.wikidata.org/wiki/Q116372113,,"Metropolitan Museum of Art, New York, NY",,,
1410,11.60.146,False,False,True,1523,774,The American Wing,1911,Cellaret,Cellaret,American,,,,,111,Maker,Attributed to,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,1800–1830,1800,1830,Mahogany,22 x 27 x 20 in. (55.9 x 68.6 x 50.8 cm),"Bequest of Maria P. James, 1910",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1523,https://www.wikidata.org/wiki/Q116372112,,"Metropolitan Museum of Art, New York, NY",,,
1414,"60.29.3a, b",False,False,True,1528,,The American Wing,1960,Center table,Center Table,American,,,,,16497,Maker,Attributed to,Joseph Meeks & Sons,"American, New York, 1829–35", ,"Meeks, Joseph & Sons",American,1829      ,1835      ,,http://vocab.getty.edu/page/ulan/500524443,https://www.wikidata.org/wiki/Q97054971,ca. 1825,1822,1825,"Cherry, mahogany veneer, pine, ash, poplar, marble",H. 25 7/8 in. (65.7 cm); Diam. 36 in. (91.4 cm),"Gift of Francis Hartman Markoe, 1960",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1528,,,"Metropolitan Museum of Art, New York, NY",,,
1415,"68.207a, b",False,True,True,1529,736,The American Wing,1968,Center table,Center Table,American,,,,,16381,Maker,Attributed to,Pottier and Stymus Manufacturing Company,active ca. 1858–1918/19, ,Pottier and Stymus Manufacturing Company , ,1858      ,1919      ,,http://vocab.getty.edu/page/ulan/500330539,https://www.wikidata.org/wiki/Q2106610,1870–75,1870,1875,"Rosewood, walnut, gilding, marble, brass, glazed ceramic tile",31 1/4 x 47 x 31 in. (79.4 x 119.4 x 78.7 cm),"Purchase, Anonymous Gift, 1968",Probably made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/1529,https://www.wikidata.org/wiki/Q107097796,,"Metropolitan Museum of Art, New York, NY",Sphinx,http://vocab.getty.edu/page/aat/300375739,https://www.wikidata.org/wiki/Q151480
